age,gender,city,employment,income_aed,wellness_goal,nutri_knowledge,activity_level,lunch_source,online_orders_per_week,pain_points,frustration_level,order_channel,delivery_reliability_importance,transparency_need,flexibility_need,edu_content_need,past_subscription,trial_intent,max_daily_budget_aed,pricing_pref,convince_factors,open_comment
31,Female,Sharjah,Full-time,18524,Weight loss,4,Moderate,Office canteen,0,"Cooking skills, Lack of time, Cost",3,Mobile app,4,3,3,2,No,5,41,Weekly plan,"Price, Taste variety, Proven health results",
29,Female,Sharjah,Part-time,32671,Muscle gain,4,Moderate,Restaurant/take-away,1,Cooking skills,2,Mobile app,5,4,4,4,Yes,2,48,Pay-as-you-go,"App experience, Taste variety, Chef reputation",
34,Female,Dubai,Full-time,13569,Weight loss,4,Moderate,Skip,4,Confusing nutrition info,1,In-person kiosk,3,4,5,3,Yes,4,33,Weekly plan,"Taste variety, Chef reputation, Sustainability creds",
25,Male,Sharjah,Student,6199,Weight loss,4,Low,Cook at home,6,Cooking skills,1,Mobile app,3,4,5,3,Yes,5,30,Pay-as-you-go,"Taste variety, Price, Proven health results",
36,Female,Other,Student,23067,Weight loss,3,Low,Restaurant/take-away,3,"Taste, Limited options nearby, Confusing nutrition info",4,Mobile app,4,4,4,4,No,5,51,Weekly plan,"Price, Chef reputation, Taste variety",
44,Female,Sharjah,Full-time,6086,Weight loss,4,High,Meal box/subscription,1,"Cooking skills, Confusing nutrition info",2,Mobile app,4,3,4,5,No,3,20,Monthly plan with discount,"Chef reputation, Proven health results, App experience",
31,Female,Sharjah,Full-time,16332,General health,1,Moderate,Restaurant/take-away,0,Cooking skills,1,Website,4,4,3,5,Yes,4,35,Weekly plan,"Chef reputation, App experience, Proven health results",
35,Male,Dubai,Full-time,24184,Muscle gain,3,Moderate,Cook at home,0,"Cost, Cooking skills, Confusing nutrition info",4,Mobile app,5,4,4,3,No,5,47,Monthly plan with discount,"Taste variety, Proven health results, App experience",
37,Male,Abu Dhabi,Full-time,17640,Weight loss,4,Low,Cook at home,0,"Limited options nearby, Cost, Lack of time",2,Website,4,4,4,4,Yes,5,41,Monthly plan with discount,"Proven health results, Taste variety, App experience",
28,Female,Dubai,Full-time,46860,General health,3,Moderate,Cook at home,1,"Cooking skills, Taste",2,In-person kiosk,4,4,5,3,Yes,5,68,Weekly plan,"Proven health results, Sustainability creds, Price",
33,Female,Dubai,Full-time,5613,No specific goal,3,Moderate,Cook at home,3,"Taste, Lack of time, Confusing nutrition info",4,Mobile app,5,5,4,3,No,4,24,Annual membership,"Price, Proven health results, App experience",
32,Female,Other,Full-time,14391,General health,3,Moderate,Restaurant/take-away,5,"Taste, Limited options nearby, Cooking skills",3,Mobile app,4,5,5,5,Yes,3,27,Pay-as-you-go,"Proven health results, Taste variety, App experience",
32,Female,Dubai,Full-time,15131,Weight loss,4,Moderate,Cook at home,7,Cooking skills,2,Mobile app,4,4,3,5,No,3,30,Monthly plan with discount,"Price, App experience, Taste variety",
25,Male,Abu Dhabi,Unemployed,7659,General health,4,Low,Cook at home,0,"Cooking skills, Taste, Limited options nearby",2,Mobile app,3,4,4,2,No,5,33,Monthly plan with discount,"App experience, Sustainability creds, Taste variety",
32,Male,Sharjah,Part-time,8424,Weight loss,4,Low,Restaurant/take-away,4,"Limited options nearby, Cooking skills, Confusing nutrition info",3,Mobile app,5,2,4,2,Yes,5,33,Weekly plan,"Chef reputation, Taste variety, Price",
35,Female,Sharjah,Student,9830,Weight loss,3,High,Restaurant/take-away,2,"Cost, Confusing nutrition info",1,Mobile app,5,4,5,3,No,5,34,Weekly plan,"App experience, Taste variety, Price",
43,Female,Other,Full-time,8655,Weight loss,4,High,Office canteen,2,"Cooking skills, Cost, Confusing nutrition info",2,Website,3,4,4,4,No,4,27,Weekly plan,"Price, Chef reputation, Sustainability creds",
39,Prefer not to say,Dubai,Full-time,14211,General health,3,Low,Restaurant/take-away,4,Taste,2,Mobile app,4,3,5,5,No,1,21,Monthly plan with discount,"Chef reputation, App experience, Sustainability creds",
49,Female,Dubai,Full-time,11095,Weight loss,5,Moderate,Office canteen,0,"Cooking skills, Confusing nutrition info, Limited options nearby",3,In-person kiosk,5,3,4,2,Yes,5,38,Monthly plan with discount,"Taste variety, Proven health results, App experience",
25,Male,Dubai,Full-time,17584,Weight loss,3,Low,Cook at home,3,"Confusing nutrition info, Cost, Cooking skills",3,Website,5,2,3,3,No,5,41,Weekly plan,"Price, Chef reputation, App experience",
38,Female,Dubai,Full-time,20754,Weight loss,3,Low,Office canteen,1,Cost,1,Mobile app,4,2,3,3,No,2,29,Monthly plan with discount,"Chef reputation, App experience, Taste variety",
33,Male,Dubai,Part-time,20064,Medical diet,3,Moderate,Restaurant/take-away,3,"Limited options nearby, Taste, Lack of time",3,Website,5,3,5,1,Yes,3,35,Pay-as-you-go,"Chef reputation, Proven health results, Taste variety",
49,Female,Dubai,Part-time,12218,General health,4,Low,Skip,6,"Lack of time, Limited options nearby",2,Mobile app,4,2,5,4,Yes,4,33,Weekly plan,"Sustainability creds, Chef reputation, Price",
25,Male,Abu Dhabi,Full-time,17292,Weight loss,5,Moderate,Cook at home,3,"Lack of time, Cost",3,Website,3,4,3,5,Yes,4,36,Annual membership,"Taste variety, Proven health results, App experience",
25,Non-binary,Abu Dhabi,Full-time,25169,General health,1,Moderate,Office canteen,5,"Confusing nutrition info, Cost",2,Mobile app,3,3,3,3,Yes,4,46,Pay-as-you-go,"Chef reputation, App experience, Taste variety",
27,Female,Dubai,Full-time,18743,Muscle gain,1,Low,Cook at home,2,Cooking skills,1,Mobile app,4,3,4,2,No,5,45,Annual membership,"Price, Proven health results, Chef reputation",
18,Female,Abu Dhabi,Full-time,37998,General health,5,Low,Office canteen,1,"Taste, Limited options nearby",1,Website,4,5,4,2,Yes,3,59,Monthly plan with discount,"App experience, Proven health results, Chef reputation",
27,Female,Dubai,Full-time,24511,Weight loss,3,High,Cook at home,4,"Cooking skills, Lack of time, Taste",3,Mobile app,5,3,3,3,Yes,4,41,Annual membership,"Chef reputation, Sustainability creds, Taste variety",
25,Female,Dubai,Full-time,35419,Medical diet,3,Low,Cook at home,7,"Limited options nearby, Cooking skills, Taste",4,Website,3,5,4,3,Yes,4,62,Pay-as-you-go,"Taste variety, Price, Chef reputation",
33,Female,Abu Dhabi,Full-time,4314,Weight loss,3,Moderate,Meal box/subscription,2,"Confusing nutrition info, Cooking skills, Lack of time",4,Website,4,4,4,4,No,5,29,Pay-as-you-go,"App experience, Price, Proven health results",
34,Female,Abu Dhabi,Unemployed,15742,General health,2,Moderate,Restaurant/take-away,4,"Lack of time, Cost, Taste",3,Mobile app,3,3,5,3,No,5,42,Pay-as-you-go,"Taste variety, Price, Chef reputation",
47,Male,Abu Dhabi,Full-time,12757,Weight loss,4,Moderate,Office canteen,4,Confusing nutrition info,1,Mobile app,5,3,4,3,No,3,28,Monthly plan with discount,"Price, App experience, Proven health results",
39,Female,Dubai,Self-employed,14091,Muscle gain,4,Low,Cook at home,0,Cooking skills,1,Phone/WhatsApp,5,2,5,4,Yes,5,39,Monthly plan with discount,"Chef reputation, Proven health results, Taste variety",
27,Female,Sharjah,Full-time,10029,Muscle gain,3,Low,Cook at home,5,Confusing nutrition info,1,Mobile app,3,3,4,2,No,5,35,Pay-as-you-go,"Chef reputation, Price, Sustainability creds",
24,Male,Abu Dhabi,Full-time,18286,General health,3,Low,Office canteen,7,"Lack of time, Cooking skills, Cost",3,Website,4,3,3,4,Yes,3,32,Monthly plan with discount,"App experience, Price, Proven health results",
35,Female,Abu Dhabi,Full-time,6073,Weight loss,4,Low,Meal box/subscription,1,"Taste, Lack of time, Limited options nearby",4,Website,3,3,4,4,No,2,15,Weekly plan,"App experience, Sustainability creds, Price",
21,Non-binary,Abu Dhabi,Full-time,18352,General health,1,Moderate,Skip,2,"Lack of time, Taste",3,Phone/WhatsApp,4,2,3,5,No,4,38,Pay-as-you-go,"Proven health results, Chef reputation, App experience",
46,Female,Sharjah,Full-time,10198,Weight loss,5,Moderate,Office canteen,3,"Taste, Cooking skills",1,Website,3,4,4,1,Yes,4,30,Weekly plan,"Chef reputation, Price, Sustainability creds",
41,Male,Abu Dhabi,Self-employed,11679,General health,2,Low,Office canteen,1,Cost,1,Mobile app,4,3,4,4,Yes,2,20,Pay-as-you-go,"Proven health results, Chef reputation, Sustainability creds",
28,Male,Abu Dhabi,Part-time,18677,General health,3,Low,Meal box/subscription,2,"Cooking skills, Limited options nearby, Cost",3,Phone/WhatsApp,5,5,3,2,Yes,4,41,Pay-as-you-go,"Chef reputation, Proven health results, Price",
18,Male,Other,Full-time,15602,General health,5,Moderate,Office canteen,2,Cost,1,Website,4,3,3,5,Yes,2,23,Weekly plan,"Chef reputation, Taste variety, Sustainability creds",
42,Prefer not to say,Abu Dhabi,Full-time,25406,General health,4,Moderate,Restaurant/take-away,1,Limited options nearby,1,Website,3,5,5,4,No,5,49,Monthly plan with discount,"Price, Chef reputation, App experience",
31,Female,Dubai,Student,9237,General health,3,Athlete,Cook at home,7,"Limited options nearby, Cost",1,Mobile app,4,3,4,3,No,3,22,Monthly plan with discount,"App experience, Taste variety, Price",
41,Non-binary,Abu Dhabi,Full-time,14406,Muscle gain,4,Moderate,Restaurant/take-away,0,"Limited options nearby, Cost",2,Mobile app,4,4,4,3,Yes,2,24,Weekly plan,"App experience, Proven health results, Taste variety",
19,Female,Dubai,Full-time,23392,General health,3,Moderate,Office canteen,8,Cooking skills,2,Mobile app,4,3,4,5,No,4,41,Monthly plan with discount,"Proven health results, Sustainability creds, Chef reputation",
27,Female,Dubai,Full-time,17969,Weight loss,3,Moderate,Meal box/subscription,3,"Taste, Cooking skills, Confusing nutrition info",3,Mobile app,3,4,5,5,No,5,42,Monthly plan with discount,"Chef reputation, Sustainability creds, Proven health results",
32,Female,Abu Dhabi,Self-employed,18557,General health,5,High,Restaurant/take-away,3,"Lack of time, Cooking skills, Taste",4,Mobile app,5,2,4,5,No,4,36,Weekly plan,"Chef reputation, Sustainability creds, Proven health results",
32,Male,Other,Unemployed,26103,General health,4,High,Cook at home,0,"Limited options nearby, Cost, Lack of time",4,Mobile app,4,4,5,4,Yes,5,46,Monthly plan with discount,"Sustainability creds, App experience, Taste variety",
28,Female,Other,Full-time,12242,Muscle gain,4,Moderate,Restaurant/take-away,3,"Taste, Limited options nearby",1,Mobile app,3,3,3,5,Yes,2,23,Monthly plan with discount,"Chef reputation, Price, App experience",
36,Male,Dubai,Student,11019,Weight loss,3,Low,Meal box/subscription,1,"Confusing nutrition info, Cooking skills",1,Mobile app,3,4,3,4,No,3,26,Monthly plan with discount,"Price, Sustainability creds, Taste variety",
23,Male,Dubai,Self-employed,20005,Muscle gain,1,Low,Office canteen,3,"Taste, Cooking skills, Confusing nutrition info",4,Mobile app,5,3,4,1,No,5,43,Monthly plan with discount,"App experience, Chef reputation, Sustainability creds",
30,Male,Dubai,Full-time,13920,Medical diet,1,Moderate,Cook at home,1,Cooking skills,1,Mobile app,4,4,4,2,Yes,3,26,Monthly plan with discount,"Taste variety, Sustainability creds, Proven health results",
32,Male,Other,Full-time,26289,No specific goal,3,High,Cook at home,1,"Lack of time, Cost",2,Website,5,3,5,4,Yes,2,40,Weekly plan,"Proven health results, Sustainability creds, Chef reputation",
36,Female,Other,Full-time,18046,General health,4,Moderate,Office canteen,5,"Limited options nearby, Taste",1,Mobile app,4,3,4,3,No,4,35,Monthly plan with discount,"Sustainability creds, App experience, Proven health results",
37,Female,Abu Dhabi,Unemployed,10983,General health,3,Low,Office canteen,4,"Taste, Confusing nutrition info, Lack of time",3,Mobile app,4,4,4,4,No,3,27,Pay-as-you-go,"Proven health results, Chef reputation, Taste variety",
23,Female,Sharjah,Full-time,17765,No specific goal,4,Moderate,Restaurant/take-away,9,"Cooking skills, Taste, Lack of time",3,Mobile app,5,5,4,3,No,5,42,Monthly plan with discount,"Taste variety, App experience, Sustainability creds",
19,Female,Abu Dhabi,Self-employed,9551,Weight loss,1,High,Cook at home,2,"Confusing nutrition info, Lack of time, Cooking skills",3,Mobile app,3,4,3,4,Yes,4,28,Weekly plan,"Proven health results, Chef reputation, Sustainability creds",
42,Female,Abu Dhabi,Full-time,24083,Weight loss,3,Low,Meal box/subscription,2,"Cost, Limited options nearby",3,Website,4,4,3,3,No,4,46,Pay-as-you-go,"Sustainability creds, App experience, Proven health results",
34,Female,Dubai,Self-employed,7459,General health,2,Moderate,Cook at home,2,"Cost, Confusing nutrition info",3,Website,4,4,5,3,No,5,33,Monthly plan with discount,"Proven health results, Sustainability creds, Taste variety",
26,Female,Dubai,Full-time,27634,Medical diet,3,Moderate,Cook at home,2,"Taste, Cost, Lack of time",3,Mobile app,5,4,4,3,Yes,5,51,Weekly plan,"App experience, Price, Sustainability creds",
44,Non-binary,Abu Dhabi,Full-time,17610,Medical diet,1,High,Office canteen,4,"Confusing nutrition info, Lack of time, Taste",2,Mobile app,4,2,4,3,No,5,41,Monthly plan with discount,"Chef reputation, Sustainability creds, Proven health results",
32,Male,Abu Dhabi,Self-employed,13815,Muscle gain,5,High,Office canteen,1,"Lack of time, Limited options nearby",2,Website,4,3,4,5,Yes,3,28,Weekly plan,"Price, Taste variety, Proven health results",
41,Female,Dubai,Self-employed,21970,Weight loss,2,Moderate,Cook at home,2,"Confusing nutrition info, Cost",1,Mobile app,4,5,4,4,No,5,50,Monthly plan with discount,"Price, Chef reputation, App experience",
32,Male,Other,Student,19369,Muscle gain,5,Moderate,Cook at home,2,Taste,2,Mobile app,4,4,3,5,No,4,40,Weekly plan,"Sustainability creds, Proven health results, Price",
48,Female,Dubai,Full-time,29172,Weight loss,3,High,Cook at home,3,"Confusing nutrition info, Cooking skills",2,Mobile app,3,4,5,3,Yes,2,36,Pay-as-you-go,"Sustainability creds, Chef reputation, Price",
46,Female,Dubai,Part-time,29037,Weight loss,5,Moderate,Restaurant/take-away,1,Cost,1,Mobile app,3,4,4,3,No,2,35,Weekly plan,"Price, Chef reputation, App experience",
30,Male,Abu Dhabi,Full-time,17889,General health,3,Low,Restaurant/take-away,1,Limited options nearby,1,Mobile app,4,3,3,1,Yes,4,35,Monthly plan with discount,"Taste variety, Sustainability creds, App experience",
39,Male,Abu Dhabi,Full-time,9700,Weight loss,5,High,Office canteen,5,"Limited options nearby, Confusing nutrition info",1,Mobile app,4,4,5,2,No,2,18,Monthly plan with discount,"Chef reputation, Price, Proven health results",
37,Female,Abu Dhabi,Full-time,11442,Medical diet,1,Low,Restaurant/take-away,4,"Cost, Taste",2,Mobile app,4,4,4,2,No,2,20,Monthly plan with discount,"Chef reputation, Sustainability creds, App experience",
42,Prefer not to say,Dubai,Full-time,14472,Muscle gain,4,Moderate,Restaurant/take-away,7,"Taste, Confusing nutrition info",2,Mobile app,4,3,5,2,No,3,30,Annual membership,"App experience, Sustainability creds, Price",
24,Male,Dubai,Full-time,25762,General health,5,High,Cook at home,1,Cooking skills,1,Mobile app,4,4,3,5,Yes,5,46,Monthly plan with discount,"Price, Sustainability creds, App experience",
37,Male,Abu Dhabi,Unemployed,11939,Weight loss,2,Moderate,Skip,2,Cost,2,Mobile app,5,4,3,5,No,2,21,Annual membership,"Taste variety, Sustainability creds, Proven health results",
40,Male,Abu Dhabi,Full-time,12448,Weight loss,2,Moderate,Meal box/subscription,5,Confusing nutrition info,1,Mobile app,5,5,3,5,No,2,23,Pay-as-you-go,"Price, Taste variety, Chef reputation",
18,Male,Dubai,Part-time,37796,Weight loss,3,Low,Cook at home,4,"Confusing nutrition info, Cooking skills, Taste",3,Mobile app,4,3,4,5,No,1,39,Pay-as-you-go,"Price, Chef reputation, Taste variety",
22,Female,Abu Dhabi,Full-time,14237,No specific goal,5,Moderate,Cook at home,5,Cooking skills,2,Mobile app,5,4,5,4,No,1,16,Weekly plan,"Proven health results, Chef reputation, App experience",
18,Female,Dubai,Full-time,10920,General health,3,Low,Cook at home,4,Taste,2,Website,5,3,5,4,No,4,29,Pay-as-you-go,"Proven health results, Price, App experience",
29,Female,Abu Dhabi,Full-time,22117,Muscle gain,3,Low,Cook at home,3,"Lack of time, Cooking skills, Taste",4,Mobile app,4,2,4,2,No,4,38,Monthly plan with discount,"Chef reputation, Proven health results, Taste variety",
37,Male,Sharjah,Student,14584,Weight loss,2,High,Restaurant/take-away,4,"Confusing nutrition info, Taste, Cooking skills",4,Mobile app,4,5,5,2,Yes,5,41,Monthly plan with discount,"Chef reputation, Sustainability creds, Taste variety",
44,Male,Dubai,Student,7487,No specific goal,1,Low,Office canteen,6,"Taste, Lack of time, Cost",3,Mobile app,3,4,4,4,No,5,32,Monthly plan with discount,"Taste variety, Chef reputation, Proven health results",
32,Female,Dubai,Student,25241,Weight loss,4,Moderate,Restaurant/take-away,4,"Lack of time, Limited options nearby",3,Mobile app,5,3,5,5,No,4,40,Monthly plan with discount,"Price, Taste variety, Proven health results",
45,Non-binary,Abu Dhabi,Unemployed,10324,Weight loss,2,Moderate,Restaurant/take-away,6,"Taste, Limited options nearby, Cost",2,Mobile app,3,4,5,4,No,5,34,Annual membership,"App experience, Chef reputation, Price",
20,Male,Abu Dhabi,Full-time,15330,General health,3,Athlete,Restaurant/take-away,2,"Lack of time, Cooking skills, Taste",2,Mobile app,3,3,4,5,No,5,38,Monthly plan with discount,"App experience, Sustainability creds, Taste variety",
18,Male,Abu Dhabi,Full-time,14497,No specific goal,5,Moderate,Restaurant/take-away,4,"Cooking skills, Lack of time, Cost",2,Website,4,4,3,3,No,1,19,Pay-as-you-go,"Chef reputation, Taste variety, Price",
31,Male,Sharjah,Part-time,16828,Weight loss,2,Low,Cook at home,0,Lack of time,1,Phone/WhatsApp,5,2,5,3,No,5,41,Weekly plan,"Chef reputation, Price, Taste variety",
35,Male,Sharjah,Full-time,5015,Weight loss,4,Low,Cook at home,3,"Cooking skills, Lack of time",3,Mobile app,4,5,4,3,No,5,29,Pay-as-you-go,"Sustainability creds, Price, Taste variety",
31,Female,Other,Full-time,12686,No specific goal,1,Moderate,Restaurant/take-away,1,Cost,1,Mobile app,5,4,5,5,Yes,5,36,Pay-as-you-go,"Chef reputation, Sustainability creds, Taste variety",
18,Male,Dubai,Full-time,26323,Weight loss,3,Moderate,Cook at home,4,"Cost, Cooking skills, Limited options nearby",2,Phone/WhatsApp,5,3,3,5,No,4,42,Monthly plan with discount,"App experience, Chef reputation, Price",
